"restaurant_name","city","restaurant_type","swiggy_mins","zomato_mins","avg_minutes"
"Restaurant_373","Mumbai","Qsr (Quick Service)",38,41,"39.50"
"Restaurant_473","Bangalore","Cafe",37,42,"39.50"
"Restaurant_292","Mumbai","Cloud Kitchen",40,39,"39.50"
"Restaurant_1043","Delhi","Fine Dine",39,40,"39.50"
"Restaurant_1132","Delhi","Cloud Kitchen",36,43,"39.50"
"Restaurant_1899","Chennai","Cafe",42,37,"39.50"
"Restaurant_1913","Chennai","Food Truck",38,41,"39.50"
"Restaurant_2283","Jaipur","Qsr (Quick Service)",39,40,"39.50"
"Restaurant_2055","Kolkata","Qsr (Quick Service)",44,34,"39.00"
"Restaurant_1046","Delhi","Qsr (Quick Service)",44,34,"39.00"
"Restaurant_1048","Delhi","Cloud Kitchen",38,40,"39.00"
"Restaurant_963","Delhi","Cafe",36,42,"39.00"
"Restaurant_944","Delhi","Cafe",48,30,"39.00"
"Restaurant_1074","Delhi","Qsr (Quick Service)",34,44,"39.00"
"Restaurant_1098","Delhi","Casual Dining",41,37,"39.00"
"Restaurant_2114","Kolkata","Fine Dine",41,37,"39.00"
"Restaurant_1120","Delhi","Fine Dine",36,42,"39.00"
"Restaurant_863","Bangalore","Qsr (Quick Service)",44,34,"39.00"
"Restaurant_858","Bangalore","Cafe",40,38,"39.00"
"Restaurant_830","Bangalore","Fine Dine",37,41,"39.00"
"Restaurant_794","Bangalore","Casual Dining",38,40,"39.00"
"Restaurant_2166","Ahmedabad","Food Truck",43,35,"39.00"
"Restaurant_2176","Ahmedabad","Cloud Kitchen",42,36,"39.00"
"Restaurant_1977","Kolkata","Cafe",35,43,"39.00"
"Restaurant_760","Bangalore","Food Truck",38,40,"39.00"
"Restaurant_1955","Kolkata","Qsr (Quick Service)",42,36,"39.00"
"Restaurant_705","Bangalore","Cloud Kitchen",40,38,"39.00"
"Restaurant_1940","Chennai","Casual Dining",34,44,"39.00"
"Restaurant_1258","Pune","Cafe",35,43,"39.00"
"Restaurant_1260","Pune","Qsr (Quick Service)",37,41,"39.00"
"Restaurant_659","Bangalore","Fine Dine",44,34,"39.00"
"Restaurant_615","Bangalore","Casual Dining",37,41,"39.00"
"Restaurant_1304","Pune","Fine Dine",39,39,"39.00"
"Restaurant_1909","Chennai","Qsr (Quick Service)",42,36,"39.00"
"Restaurant_2267","Ahmedabad","Fine Dine",33,45,"39.00"
"Restaurant_545","Bangalore","Qsr (Quick Service)",41,37,"39.00"
"Restaurant_1745","Chennai","Cafe",35,43,"39.00"
"Restaurant_1360","Pune","Casual Dining",36,42,"39.00"
"Restaurant_513","Bangalore","Cloud Kitchen",44,34,"39.00"
"Restaurant_1364","Pune","Food Truck",44,34,"39.00"
"Restaurant_1872","Chennai","Cafe",35,43,"39.00"
"Restaurant_450","Mumbai","Food Truck",41,37,"39.00"
"Restaurant_2313","Jaipur","Casual Dining",38,40,"39.00"
"Restaurant_1425","Pune","Casual Dining",40,38,"39.00"
"Restaurant_415","Mumbai","Qsr (Quick Service)",38,40,"39.00"
"Restaurant_1470","Pune","Qsr (Quick Service)",41,37,"39.00"
"Restaurant_336","Mumbai","Fine Dine",45,33,"39.00"
"Restaurant_329","Mumbai","Cafe",41,37,"39.00"
"Restaurant_1821","Chennai","Cloud Kitchen",36,42,"39.00"
"Restaurant_1526","Hyderabad","Cloud Kitchen",42,36,"39.00"
"Restaurant_209","Mumbai","Food Truck",43,35,"39.00"
"Restaurant_183","Mumbai","Casual Dining",37,41,"39.00"
"Restaurant_147","Mumbai","Food Truck",35,43,"39.00"
"Restaurant_1623","Hyderabad","Cloud Kitchen",39,39,"39.00"
"Restaurant_85","Mumbai","Fine Dine",36,42,"39.00"
"Restaurant_693","Bangalore","Cafe",41,36,"38.50"
"Restaurant_1954","Kolkata","Fine Dine",40,37,"38.50"
"Restaurant_1329","Pune","Cloud Kitchen",33,44,"38.50"
"Restaurant_227","Mumbai","Cafe",33,44,"38.50"
"Restaurant_1378","Pune","Food Truck",37,40,"38.50"
"Restaurant_2053","Kolkata","Qsr (Quick Service)",41,36,"38.50"
"Restaurant_72","Mumbai","Qsr (Quick Service)",32,45,"38.50"
"Restaurant_959","Delhi","Fine Dine",40,37,"38.50"
"Restaurant_995","Delhi","Cafe",37,40,"38.50"
"Restaurant_1198","Delhi","Cafe",39,38,"38.50"
"Restaurant_380","Mumbai","Qsr (Quick Service)",36,41,"38.50"
"Restaurant_2399","Jaipur","Fine Dine",45,32,"38.50"
"Restaurant_2076","Kolkata","Qsr (Quick Service)",44,33,"38.50"
"Restaurant_1660","Hyderabad","Qsr (Quick Service)",36,41,"38.50"
"Restaurant_1227","Delhi","Casual Dining",35,42,"38.50"
"Restaurant_2234","Ahmedabad","Fine Dine",34,43,"38.50"
"Restaurant_325","Mumbai","Cloud Kitchen",40,37,"38.50"
"Restaurant_2173","Ahmedabad","Qsr (Quick Service)",34,43,"38.50"
"Restaurant_401","Mumbai","Cloud Kitchen",39,38,"38.50"
"Restaurant_1007","Delhi","Cafe",45,32,"38.50"
"Restaurant_1412","Pune","Food Truck",42,35,"38.50"
"Restaurant_1989","Kolkata","Casual Dining",42,35,"38.50"
"Restaurant_366","Mumbai","Food Truck",39,38,"38.50"
"Restaurant_1611","Hyderabad","Qsr (Quick Service)",35,42,"38.50"
"Restaurant_454","Bangalore","Fine Dine",42,35,"38.50"
"Restaurant_2448","Lucknow","Cloud Kitchen",44,33,"38.50"
"Restaurant_622","Bangalore","Qsr (Quick Service)",37,40,"38.50"
"Restaurant_1121","Delhi","Qsr (Quick Service)",45,32,"38.50"
"Restaurant_338","Mumbai","Food Truck",39,38,"38.50"
"Restaurant_1494","Pune","Fine Dine",35,42,"38.50"
"Restaurant_462","Bangalore","Food Truck",43,34,"38.50"
"Restaurant_1006","Delhi","Fine Dine",37,40,"38.50"
"Restaurant_805","Bangalore","Cafe",38,39,"38.50"
"Restaurant_550","Bangalore","Cloud Kitchen",36,41,"38.50"
"Restaurant_549","Bangalore","Cloud Kitchen",40,37,"38.50"
"Restaurant_874","Delhi","Cafe",37,40,"38.50"
"Restaurant_30","Mumbai","Food Truck",37,40,"38.50"
"Restaurant_43","Mumbai","Casual Dining",38,39,"38.50"
"Restaurant_244","Mumbai","Casual Dining",35,42,"38.50"
"Restaurant_1687","Hyderabad","Qsr (Quick Service)",37,40,"38.50"
"Restaurant_1823","Chennai","Cloud Kitchen",42,35,"38.50"
"Restaurant_10","Mumbai","Casual Dining",36,41,"38.50"
"Restaurant_1273","Pune","Cafe",42,35,"38.50"
"Restaurant_2311","Jaipur","Food Truck",38,38,"38.00"
"Restaurant_1972","Kolkata","Qsr (Quick Service)",41,35,"38.00"
"Restaurant_1976","Kolkata","Food Truck",38,38,"38.00"
"Restaurant_781","Bangalore","Fine Dine",41,35,"38.00"
"Restaurant_914","Delhi","Cafe",36,40,"38.00"
"Restaurant_2489","Lucknow","Fine Dine",34,42,"38.00"
"Restaurant_277","Mumbai","Cloud Kitchen",41,35,"38.00"
"Restaurant_213","Mumbai","Qsr (Quick Service)",40,36,"38.00"
"Restaurant_1555","Hyderabad","Food Truck",40,36,"38.00"
"Restaurant_2217","Ahmedabad","Food Truck",34,42,"38.00"
"Restaurant_204","Mumbai","Casual Dining",38,38,"38.00"
"Restaurant_532","Bangalore","Cloud Kitchen",40,36,"38.00"
"Restaurant_49","Mumbai","Cloud Kitchen",38,38,"38.00"
"Restaurant_700","Bangalore","Qsr (Quick Service)",39,37,"38.00"
"Restaurant_248","Mumbai","Cafe",35,41,"38.00"
"Restaurant_1719","Hyderabad","Cloud Kitchen",42,34,"38.00"
"Restaurant_1229","Delhi","Cloud Kitchen",40,36,"38.00"
"Restaurant_1371","Pune","Food Truck",43,33,"38.00"
"Restaurant_1511","Hyderabad","Fine Dine",36,40,"38.00"
"Restaurant_1571","Hyderabad","Qsr (Quick Service)",40,36,"38.00"
"Restaurant_1383","Pune","Cloud Kitchen",37,39,"38.00"
"Restaurant_647","Bangalore","Fine Dine",38,38,"38.00"
"Restaurant_862","Bangalore","Fine Dine",44,32,"38.00"
"Restaurant_804","Bangalore","Fine Dine",32,44,"38.00"
"Restaurant_1164","Delhi","Food Truck",32,44,"38.00"
"Restaurant_322","Mumbai","Fine Dine",37,39,"38.00"
"Restaurant_451","Bangalore","Fine Dine",35,41,"38.00"
"Restaurant_2188","Ahmedabad","Fine Dine",39,37,"38.00"
"Restaurant_1620","Hyderabad","Qsr (Quick Service)",37,39,"38.00"
"Restaurant_1027","Delhi","Fine Dine",42,34,"38.00"
"Restaurant_437","Mumbai","Cafe",38,38,"38.00"
"Restaurant_2060","Kolkata","Cafe",37,39,"38.00"
"Restaurant_2419","Lucknow","Food Truck",44,32,"38.00"
"Restaurant_235","Mumbai","Casual Dining",37,39,"38.00"
"Restaurant_1430","Pune","Casual Dining",36,40,"38.00"
"Restaurant_799","Bangalore","Food Truck",39,37,"38.00"
"Restaurant_1702","Hyderabad","Casual Dining",41,35,"38.00"
"Restaurant_411","Mumbai","Cloud Kitchen",40,36,"38.00"
"Restaurant_1391","Pune","Fine Dine",34,41,"37.50"
"Restaurant_1345","Pune","Fine Dine",45,30,"37.50"
"Restaurant_308","Mumbai","Cloud Kitchen",36,39,"37.50"
"Restaurant_1925","Chennai","Fine Dine",36,39,"37.50"
"Restaurant_594","Bangalore","Cafe",37,38,"37.50"
"Restaurant_333","Mumbai","Qsr (Quick Service)",35,40,"37.50"
"Restaurant_2125","Ahmedabad","Qsr (Quick Service)",45,30,"37.50"
"Restaurant_284","Mumbai","Qsr (Quick Service)",39,36,"37.50"
"Restaurant_2051","Kolkata","Cloud Kitchen",35,40,"37.50"
"Restaurant_733","Bangalore","Cloud Kitchen",39,36,"37.50"
"Restaurant_425","Mumbai","Qsr (Quick Service)",40,35,"37.50"
"Restaurant_459","Bangalore","Qsr (Quick Service)",42,33,"37.50"
"Restaurant_1614","Hyderabad","Cafe",39,36,"37.50"
"Restaurant_2417","Lucknow","Cafe",35,40,"37.50"
"Restaurant_224","Mumbai","Cafe",40,35,"37.50"
"Restaurant_1910","Chennai","Cloud Kitchen",35,40,"37.50"
"Restaurant_242","Mumbai","Fine Dine",36,39,"37.50"
"Restaurant_780","Bangalore","Food Truck",37,38,"37.50"
"Restaurant_1584","Hyderabad","Cloud Kitchen",36,39,"37.50"
"Restaurant_1454","Pune","Casual Dining",36,39,"37.50"
"Restaurant_2031","Kolkata","Fine Dine",35,40,"37.50"
"Restaurant_2116","Kolkata","Fine Dine",41,34,"37.50"
"Restaurant_1522","Hyderabad","Cafe",30,45,"37.50"
"Restaurant_128","Mumbai","Casual Dining",42,33,"37.50"
"Restaurant_2429","Lucknow","Casual Dining",41,34,"37.50"
"Restaurant_1431","Pune","Qsr (Quick Service)",38,37,"37.50"
"Restaurant_913","Delhi","Qsr (Quick Service)",40,35,"37.50"
"Restaurant_388","Mumbai","Qsr (Quick Service)",40,35,"37.50"
"Restaurant_418","Mumbai","Cafe",37,38,"37.50"
"Restaurant_127","Mumbai","Cloud Kitchen",33,42,"37.50"
"Restaurant_2235","Ahmedabad","Cafe",46,29,"37.50"
"Restaurant_888","Delhi","Cloud Kitchen",38,37,"37.50"
"Restaurant_1947","Kolkata","Cloud Kitchen",40,35,"37.50"
"Restaurant_212","Mumbai","Fine Dine",39,36,"37.50"
"Restaurant_1237","Delhi","Cafe",34,41,"37.50"
"Restaurant_972","Delhi","Fine Dine",38,37,"37.50"
"Restaurant_514","Bangalore","Cloud Kitchen",38,37,"37.50"
"Restaurant_1281","Pune","Cafe",38,37,"37.50"
"Restaurant_592","Bangalore","Casual Dining",39,36,"37.50"
"Restaurant_383","Mumbai","Cloud Kitchen",37,38,"37.50"
"Restaurant_1751","Chennai","Food Truck",31,44,"37.50"
"Restaurant_129","Mumbai","Casual Dining",37,38,"37.50"
"Restaurant_2303","Jaipur","Casual Dining",34,41,"37.50"
"Restaurant_916","Delhi","Fine Dine",32,43,"37.50"
"Restaurant_2003","Kolkata","Fine Dine",38,37,"37.50"
"Restaurant_189","Mumbai","Cloud Kitchen",31,44,"37.50"
"Restaurant_1386","Pune","Cafe",38,37,"37.50"
"Restaurant_297","Mumbai","Food Truck",34,41,"37.50"
"Restaurant_1002","Delhi","Cafe",42,33,"37.50"
"Restaurant_1042","Delhi","Fine Dine",38,37,"37.50"
"Restaurant_1076","Delhi","Fine Dine",37,38,"37.50"
"Restaurant_832","Bangalore","Food Truck",43,31,"37.00"
"Restaurant_977","Delhi","Casual Dining",38,36,"37.00"
"Restaurant_2382","Jaipur","Food Truck",34,40,"37.00"
"Restaurant_246","Mumbai","Casual Dining",33,41,"37.00"
"Restaurant_1259","Pune","Qsr (Quick Service)",32,42,"37.00"
"Restaurant_629","Bangalore","Food Truck",37,37,"37.00"
"Restaurant_1761","Chennai","Food Truck",33,41,"37.00"
"Restaurant_669","Bangalore","Food Truck",33,41,"37.00"
"Restaurant_524","Bangalore","Qsr (Quick Service)",33,41,"37.00"
"Restaurant_522","Bangalore","Cloud Kitchen",42,32,"37.00"
"Restaurant_54","Mumbai","Qsr (Quick Service)",31,43,"37.00"
"Restaurant_492","Bangalore","Casual Dining",36,38,"37.00"
"Restaurant_482","Bangalore","Qsr (Quick Service)",35,39,"37.00"
"Restaurant_1724","Hyderabad","Food Truck",36,38,"37.00"
"Restaurant_475","Bangalore","Qsr (Quick Service)",38,36,"37.00"
"Restaurant_2202","Ahmedabad","Qsr (Quick Service)",39,35,"37.00"
"Restaurant_1959","Kolkata","Qsr (Quick Service)",41,33,"37.00"
"Restaurant_1871","Chennai","Casual Dining",44,30,"37.00"
"Restaurant_2309","Jaipur","Fine Dine",38,36,"37.00"
"Restaurant_2312","Jaipur","Cloud Kitchen",34,40,"37.00"
"Restaurant_2442","Lucknow","Food Truck",39,35,"37.00"
"Restaurant_2329","Jaipur","Fine Dine",35,39,"37.00"
"Restaurant_764","Bangalore","Food Truck",29,45,"37.00"
"Restaurant_776","Bangalore","Cloud Kitchen",34,40,"37.00"
"Restaurant_370","Mumbai","Cloud Kitchen",37,37,"37.00"
"Restaurant_1722","Hyderabad","Qsr (Quick Service)",32,42,"37.00"
"Restaurant_2353","Jaipur","Cafe",34,40,"37.00"
"Restaurant_585","Bangalore","Cloud Kitchen",31,43,"37.00"
"Restaurant_798","Bangalore","Fine Dine",41,33,"37.00"
"Restaurant_2422","Lucknow","Fine Dine",31,43,"37.00"
"Restaurant_1697","Hyderabad","Casual Dining",39,35,"37.00"
"Restaurant_1583","Hyderabad","Cloud Kitchen",38,36,"37.00"
"Restaurant_802","Bangalore","Casual Dining",39,35,"37.00"
"Restaurant_2415","Lucknow","Qsr (Quick Service)",37,37,"37.00"
"Restaurant_1154","Delhi","Qsr (Quick Service)",40,34,"37.00"
"Restaurant_194","Mumbai","Fine Dine",40,34,"37.00"
"Restaurant_1296","Pune","Fine Dine",37,37,"37.00"
"Restaurant_2404","Lucknow","Food Truck",36,38,"37.00"
"Restaurant_1808","Chennai","Casual Dining",39,35,"37.00"
"Restaurant_1758","Chennai","Fine Dine",37,36,"36.50"
"Restaurant_1092","Delhi","Food Truck",30,43,"36.50"
"Restaurant_285","Mumbai","Cafe",43,30,"36.50"
"Restaurant_1862","Chennai","Casual Dining",40,33,"36.50"
"Restaurant_974","Delhi","Cloud Kitchen",34,39,"36.50"
"Restaurant_688","Bangalore","Qsr (Quick Service)",37,36,"36.50"
"Restaurant_2022","Kolkata","Qsr (Quick Service)",38,35,"36.50"
"Restaurant_1831","Chennai","Cloud Kitchen",44,29,"36.50"
"Restaurant_1779","Chennai","Fine Dine",37,36,"36.50"
"Restaurant_1089","Delhi","Casual Dining",31,42,"36.50"
"Restaurant_667","Bangalore","Fine Dine",37,36,"36.50"
"Restaurant_1678","Hyderabad","Casual Dining",36,37,"36.50"
"Restaurant_321","Mumbai","Food Truck",37,36,"36.50"
"Restaurant_2308","Jaipur","Cloud Kitchen",34,39,"36.50"
"Restaurant_1306","Pune","Casual Dining",40,33,"36.50"
"Restaurant_933","Delhi","Cafe",42,31,"36.50"
"Restaurant_313","Mumbai","Qsr (Quick Service)",37,36,"36.50"
"Restaurant_2397","Jaipur","Cafe",38,35,"36.50"
"Restaurant_2263","Ahmedabad","Cafe",34,39,"36.50"
"Restaurant_1282","Pune","Food Truck",32,41,"36.50"
"Restaurant_1718","Hyderabad","Fine Dine",38,35,"36.50"
"Restaurant_934","Delhi","Casual Dining",35,38,"36.50"
"Restaurant_985","Delhi","Qsr (Quick Service)",34,39,"36.50"
"Restaurant_295","Mumbai","Cloud Kitchen",29,44,"36.50"
"Restaurant_1065","Delhi","Qsr (Quick Service)",33,40,"36.50"
"Restaurant_2301","Jaipur","Cafe",31,42,"36.50"
"Restaurant_2006","Kolkata","Cafe",36,37,"36.50"
"Restaurant_666","Bangalore","Fine Dine",41,32,"36.50"
"Restaurant_665","Bangalore","Food Truck",37,36,"36.50"
"Restaurant_844","Bangalore","Fine Dine",35,38,"36.50"
"Restaurant_1105","Delhi","Cafe",41,32,"36.50"
"Restaurant_480","Bangalore","Fine Dine",38,35,"36.50"
"Restaurant_1101","Delhi","Cafe",37,36,"36.50"
"Restaurant_1450","Pune","Casual Dining",29,44,"36.50"
"Restaurant_1661","Hyderabad","Fine Dine",35,38,"36.50"
"Restaurant_1607","Hyderabad","Cloud Kitchen",35,38,"36.50"
"Restaurant_2168","Ahmedabad","Food Truck",35,38,"36.50"
"Restaurant_1935","Chennai","Casual Dining",40,33,"36.50"
"Restaurant_1350","Pune","Food Truck",31,42,"36.50"
"Restaurant_1609","Hyderabad","Food Truck",34,39,"36.50"
"Restaurant_1191","Delhi","Food Truck",36,37,"36.50"
"Restaurant_1436","Pune","Fine Dine",36,37,"36.50"
"Restaurant_2327","Jaipur","Casual Dining",37,36,"36.50"
"Restaurant_808","Bangalore","Cloud Kitchen",42,30,"36.00"
"Restaurant_1316","Pune","Fine Dine",36,36,"36.00"
"Restaurant_1322","Pune","Food Truck",37,35,"36.00"
"Restaurant_552","Bangalore","Fine Dine",35,37,"36.00"
"Restaurant_521","Bangalore","Casual Dining",29,43,"36.00"
"Restaurant_711","Bangalore","Casual Dining",37,35,"36.00"
"Restaurant_1875","Chennai","Casual Dining",34,38,"36.00"
"Restaurant_727","Bangalore","Qsr (Quick Service)",31,41,"36.00"
"Restaurant_1395","Pune","Casual Dining",39,33,"36.00"
"Restaurant_1396","Pune","Cloud Kitchen",34,38,"36.00"
"Restaurant_2190","Ahmedabad","Fine Dine",39,33,"36.00"
"Restaurant_744","Bangalore","Qsr (Quick Service)",42,30,"36.00"
"Restaurant_2322","Jaipur","Fine Dine",37,35,"36.00"
"Restaurant_2177","Ahmedabad","Casual Dining",36,36,"36.00"
"Restaurant_352","Mumbai","Cloud Kitchen",33,39,"36.00"
"Restaurant_785","Bangalore","Cloud Kitchen",36,36,"36.00"
"Restaurant_2163","Ahmedabad","Casual Dining",34,38,"36.00"
"Restaurant_1509","Hyderabad","Cloud Kitchen",45,27,"36.00"
"Restaurant_2377","Jaipur","Qsr (Quick Service)",35,37,"36.00"
"Restaurant_268","Mumbai","Cafe",32,40,"36.00"
"Restaurant_1707","Hyderabad","Qsr (Quick Service)",39,33,"36.00"
"Restaurant_1551","Hyderabad","Casual Dining",36,36,"36.00"
"Restaurant_1556","Hyderabad","Casual Dining",42,30,"36.00"
"Restaurant_1809","Chennai","Casual Dining",34,38,"36.00"
"Restaurant_866","Bangalore","Food Truck",37,35,"36.00"
"Restaurant_2054","Kolkata","Casual Dining",36,36,"36.00"
"Restaurant_1114","Delhi","Cafe",37,35,"36.00"
"Restaurant_151","Mumbai","Casual Dining",34,38,"36.00"
"Restaurant_2427","Lucknow","Cloud Kitchen",38,34,"36.00"
"Restaurant_18","Mumbai","Food Truck",37,35,"36.00"
"Restaurant_1599","Hyderabad","Cloud Kitchen",37,35,"36.00"
"Restaurant_1082","Delhi","Qsr (Quick Service)",32,40,"36.00"
"Restaurant_113","Mumbai","Qsr (Quick Service)",35,37,"36.00"
"Restaurant_935","Delhi","Casual Dining",40,32,"36.00"
"Restaurant_92","Mumbai","Food Truck",41,31,"36.00"
"Restaurant_939","Delhi","Food Truck",35,37,"36.00"
"Restaurant_80","Mumbai","Food Truck",32,40,"36.00"
"Restaurant_1650","Hyderabad","Cloud Kitchen",35,37,"36.00"
"Restaurant_2478","Lucknow","Food Truck",42,30,"36.00"
"Restaurant_1760","Chennai","Cafe",31,41,"36.00"
"Restaurant_630","Bangalore","Food Truck",34,38,"36.00"
"Restaurant_2257","Ahmedabad","Casual Dining",33,39,"36.00"
"Restaurant_923","Delhi","Food Truck",36,35,"35.50"
"Restaurant_980","Delhi","Fine Dine",33,38,"35.50"
"Restaurant_1159","Delhi","Cloud Kitchen",29,42,"35.50"
"Restaurant_926","Delhi","Cafe",43,28,"35.50"
"Restaurant_1380","Pune","Cloud Kitchen",34,37,"35.50"
"Restaurant_2264","Ahmedabad","Qsr (Quick Service)",36,35,"35.50"
"Restaurant_331","Mumbai","Cloud Kitchen",39,32,"35.50"
"Restaurant_1869","Chennai","Food Truck",32,39,"35.50"
"Restaurant_932","Delhi","Cafe",35,36,"35.50"
"Restaurant_1644","Hyderabad","Qsr (Quick Service)",38,33,"35.50"
"Restaurant_1214","Delhi","Food Truck",36,35,"35.50"
"Restaurant_1387","Pune","Food Truck",37,34,"35.50"
"Restaurant_103","Mumbai","Casual Dining",35,36,"35.50"
"Restaurant_87","Mumbai","Cafe",27,44,"35.50"
"Restaurant_719","Bangalore","Cafe",36,35,"35.50"
"Restaurant_2265","Ahmedabad","Qsr (Quick Service)",38,33,"35.50"
"Restaurant_2035","Kolkata","Casual Dining",34,37,"35.50"
"Restaurant_638","Bangalore","Casual Dining",36,35,"35.50"
"Restaurant_2142","Ahmedabad","Food Truck",36,35,"35.50"
"Restaurant_2119","Kolkata","Food Truck",33,38,"35.50"
"Restaurant_1915","Chennai","Qsr (Quick Service)",39,32,"35.50"
"Restaurant_283","Mumbai","Cafe",33,38,"35.50"
"Restaurant_1473","Pune","Qsr (Quick Service)",35,36,"35.50"
"Restaurant_265","Mumbai","Cloud Kitchen",37,34,"35.50"
"Restaurant_656","Bangalore","Casual Dining",38,33,"35.50"
"Restaurant_301","Mumbai","Casual Dining",35,36,"35.50"
"Restaurant_2410","Lucknow","Qsr (Quick Service)",40,31,"35.50"
"Restaurant_350","Mumbai","Cloud Kitchen",35,36,"35.50"
"Restaurant_1548","Hyderabad","Qsr (Quick Service)",29,42,"35.50"
"Restaurant_1541","Hyderabad","Cloud Kitchen",40,31,"35.50"
"Restaurant_2112","Kolkata","Fine Dine",35,36,"35.50"
"Restaurant_1990","Kolkata","Cloud Kitchen",33,38,"35.50"
"Restaurant_910","Delhi","Fine Dine",37,34,"35.50"
"Restaurant_1498","Pune","Qsr (Quick Service)",37,34,"35.50"
"Restaurant_662","Bangalore","Qsr (Quick Service)",41,30,"35.50"
"Restaurant_1285","Pune","Cloud Kitchen",35,36,"35.50"
"Restaurant_1903","Chennai","Food Truck",32,39,"35.50"
"Restaurant_2148","Ahmedabad","Cafe",36,35,"35.50"
"Restaurant_2278","Ahmedabad","Casual Dining",32,39,"35.50"
"Restaurant_396","Mumbai","Casual Dining",38,33,"35.50"
"Restaurant_403","Mumbai","Fine Dine",40,31,"35.50"
"Restaurant_406","Mumbai","Cloud Kitchen",36,35,"35.50"
"Restaurant_654","Bangalore","Casual Dining",37,34,"35.50"
"Restaurant_1937","Chennai","Cafe",35,36,"35.50"
"Restaurant_489","Bangalore","Fine Dine",40,31,"35.50"
"Restaurant_975","Delhi","Qsr (Quick Service)",32,39,"35.50"
"Restaurant_1051","Delhi","Cloud Kitchen",35,36,"35.50"
"Restaurant_3","Mumbai","Fine Dine",34,37,"35.50"
"Restaurant_2492","Lucknow","Cloud Kitchen",37,34,"35.50"
"Restaurant_1197","Delhi","Fine Dine",35,36,"35.50"
"Restaurant_815","Bangalore","Food Truck",36,35,"35.50"
"Restaurant_1157","Delhi","Food Truck",40,31,"35.50"
"Restaurant_442","Mumbai","Food Truck",36,35,"35.50"
"Restaurant_1056","Delhi","Qsr (Quick Service)",42,29,"35.50"
"Restaurant_444","Mumbai","Fine Dine",32,39,"35.50"
"Restaurant_712","Bangalore","Casual Dining",37,34,"35.50"
"Restaurant_243","Mumbai","Food Truck",33,37,"35.00"
"Restaurant_816","Bangalore","Qsr (Quick Service)",35,35,"35.00"
"Restaurant_1759","Chennai","Qsr (Quick Service)",37,33,"35.00"
"Restaurant_1113","Delhi","Cafe",39,31,"35.00"
"Restaurant_2359","Jaipur","Qsr (Quick Service)",36,34,"35.00"
"Restaurant_6","Mumbai","Food Truck",39,31,"35.00"
"Restaurant_1265","Pune","Qsr (Quick Service)",31,39,"35.00"
"Restaurant_993","Delhi","Cloud Kitchen",36,34,"35.00"
"Restaurant_2069","Kolkata","Cloud Kitchen",38,32,"35.00"
"Restaurant_1461","Pune","Cafe",32,38,"35.00"
"Restaurant_609","Bangalore","Cloud Kitchen",36,34,"35.00"
"Restaurant_132","Mumbai","Qsr (Quick Service)",35,35,"35.00"
"Restaurant_2341","Jaipur","Cloud Kitchen",32,38,"35.00"
"Restaurant_2321","Jaipur","Food Truck",41,29,"35.00"
"Restaurant_1863","Chennai","Cloud Kitchen",35,35,"35.00"
"Restaurant_119","Mumbai","Casual Dining",39,31,"35.00"
"Restaurant_117","Mumbai","Fine Dine",25,45,"35.00"
"Restaurant_745","Bangalore","Food Truck",43,27,"35.00"
"Restaurant_1275","Pune","Cafe",37,33,"35.00"
"Restaurant_1646","Hyderabad","Cafe",36,34,"35.00"
"Restaurant_2084","Kolkata","Cloud Kitchen",32,38,"35.00"
"Restaurant_2080","Kolkata","Cafe",37,33,"35.00"
"Restaurant_958","Delhi","Cafe",32,38,"35.00"
"Restaurant_2075","Kolkata","Casual Dining",40,30,"35.00"
"Restaurant_706","Bangalore","Cafe",30,40,"35.00"
"Restaurant_994","Delhi","Food Truck",36,34,"35.00"
"Restaurant_2470","Lucknow","Cloud Kitchen",38,32,"35.00"
"Restaurant_970","Delhi","Food Truck",34,36,"35.00"
"Restaurant_2477","Lucknow","Food Truck",39,31,"35.00"
"Restaurant_1667","Hyderabad","Cafe",36,34,"35.00"
"Restaurant_1735","Hyderabad","Casual Dining",35,35,"35.00"
"Restaurant_2481","Lucknow","Food Truck",36,34,"35.00"
"Restaurant_1717","Hyderabad","Cafe",32,38,"35.00"
"Restaurant_2261","Ahmedabad","Food Truck",35,35,"35.00"
"Restaurant_561","Bangalore","Casual Dining",36,34,"35.00"
"Restaurant_2386","Jaipur","Cloud Kitchen",36,34,"35.00"
"Restaurant_1284","Pune","Food Truck",43,27,"35.00"
"Restaurant_2057","Kolkata","Cafe",33,37,"35.00"
"Restaurant_245","Mumbai","Casual Dining",35,34,"34.50"
"Restaurant_2381","Jaipur","Casual Dining",38,31,"34.50"
"Restaurant_1123","Delhi","Food Truck",28,41,"34.50"
"Restaurant_1746","Chennai","Cafe",37,32,"34.50"
"Restaurant_1238","Delhi","Qsr (Quick Service)",35,34,"34.50"
"Restaurant_408","Mumbai","Fine Dine",36,33,"34.50"
"Restaurant_875","Delhi","Casual Dining",34,35,"34.50"
"Restaurant_2246","Ahmedabad","Casual Dining",30,39,"34.50"
"Restaurant_1348","Pune","Food Truck",34,35,"34.50"
"Restaurant_1787","Chennai","Cafe",28,41,"34.50"
"Restaurant_1766","Chennai","Cloud Kitchen",29,40,"34.50"
"Restaurant_1330","Pune","Casual Dining",36,33,"34.50"
"Restaurant_2480","Lucknow","Cafe",36,33,"34.50"
"Restaurant_1310","Pune","Cafe",30,39,"34.50"
"Restaurant_1818","Chennai","Casual Dining",31,38,"34.50"
