"restaurant_name","city","restaurant_type","swiggy_rating","zomato_rating","rating_gap","better_rated"
"Restaurant_2133","Ahmedabad","Cafe","4.3","4.1","0.2","Swiggy higher"
"Restaurant_2136","Ahmedabad","Casual Dining","4.0","4.2","0.2","Zomato higher"
"Restaurant_316","Mumbai","Cloud Kitchen","5.0","4.8","0.2","Swiggy higher"
"Restaurant_2148","Ahmedabad","Cafe","4.1","4.3","0.2","Zomato higher"
"Restaurant_2149","Ahmedabad","Food Truck","3.5","3.3","0.2","Swiggy higher"
"Restaurant_2151","Ahmedabad","Cloud Kitchen","4.5","4.7","0.2","Zomato higher"
"Restaurant_2152","Ahmedabad","Casual Dining","4.2","4.4","0.2","Zomato higher"
"Restaurant_2155","Ahmedabad","Casual Dining","4.7","4.5","0.2","Swiggy higher"
"Restaurant_2156","Ahmedabad","Qsr (Quick Service)","4.0","3.8","0.2","Swiggy higher"
"Restaurant_2166","Ahmedabad","Food Truck","3.6","3.8","0.2","Zomato higher"
"Restaurant_2172","Ahmedabad","Casual Dining","4.3","4.1","0.2","Swiggy higher"
"Restaurant_2177","Ahmedabad","Casual Dining","4.2","4.4","0.2","Zomato higher"
"Restaurant_2497","Lucknow","Fine Dine","3.8","4.0","0.2","Zomato higher"
"Restaurant_2188","Ahmedabad","Fine Dine","4.4","4.2","0.2","Swiggy higher"
"Restaurant_2190","Ahmedabad","Fine Dine","3.9","3.7","0.2","Swiggy higher"
"Restaurant_2192","Ahmedabad","Casual Dining","4.4","4.2","0.2","Swiggy higher"
"Restaurant_2195","Ahmedabad","Cafe","4.1","4.3","0.2","Zomato higher"
"Restaurant_2200","Ahmedabad","Casual Dining","3.6","3.8","0.2","Zomato higher"
"Restaurant_2201","Ahmedabad","Casual Dining","3.9","4.1","0.2","Zomato higher"
"Restaurant_263","Mumbai","Cafe","4.2","4.0","0.2","Swiggy higher"
"Restaurant_260","Mumbai","Qsr (Quick Service)","4.4","4.2","0.2","Swiggy higher"
"Restaurant_2211","Ahmedabad","Food Truck","4.5","4.3","0.2","Swiggy higher"
"Restaurant_2218","Ahmedabad","Cloud Kitchen","3.9","4.1","0.2","Zomato higher"
"Restaurant_2221","Ahmedabad","Cafe","4.0","4.2","0.2","Zomato higher"
"Restaurant_2228","Ahmedabad","Fine Dine","3.8","3.6","0.2","Swiggy higher"
"Restaurant_2239","Ahmedabad","Qsr (Quick Service)","4.4","4.6","0.2","Zomato higher"
"Restaurant_2240","Ahmedabad","Qsr (Quick Service)","4.1","3.9","0.2","Swiggy higher"
"Restaurant_2241","Ahmedabad","Casual Dining","3.8","4.0","0.2","Zomato higher"
"Restaurant_2255","Ahmedabad","Fine Dine","3.4","3.6","0.2","Zomato higher"
"Restaurant_34","Mumbai","Cloud Kitchen","3.9","4.1","0.2","Zomato higher"
"Restaurant_2260","Ahmedabad","Casual Dining","4.2","4.0","0.2","Swiggy higher"
"Restaurant_2262","Ahmedabad","Cafe","4.8","4.6","0.2","Swiggy higher"
"Restaurant_208","Mumbai","Qsr (Quick Service)","4.4","4.2","0.2","Swiggy higher"
"Restaurant_2267","Ahmedabad","Fine Dine","3.4","3.6","0.2","Zomato higher"
"Restaurant_2268","Ahmedabad","Food Truck","3.7","3.9","0.2","Zomato higher"
"Restaurant_2270","Ahmedabad","Cafe","3.6","3.8","0.2","Zomato higher"
"Restaurant_207","Mumbai","Fine Dine","3.8","4.0","0.2","Zomato higher"
"Restaurant_2277","Ahmedabad","Casual Dining","4.1","4.3","0.2","Zomato higher"
"Restaurant_2278","Ahmedabad","Casual Dining","4.2","4.4","0.2","Zomato higher"
"Restaurant_2282","Jaipur","Fine Dine","3.7","3.5","0.2","Swiggy higher"
"Restaurant_2285","Jaipur","Qsr (Quick Service)","4.0","3.8","0.2","Swiggy higher"
"Restaurant_197","Mumbai","Fine Dine","3.6","3.8","0.2","Zomato higher"
"Restaurant_27","Mumbai","Qsr (Quick Service)","4.0","4.2","0.2","Zomato higher"
"Restaurant_2301","Jaipur","Cafe","4.3","4.1","0.2","Swiggy higher"
"Restaurant_2303","Jaipur","Casual Dining","4.5","4.7","0.2","Zomato higher"
"Restaurant_192","Mumbai","Food Truck","3.9","4.1","0.2","Zomato higher"
"Restaurant_2306","Jaipur","Qsr (Quick Service)","3.6","3.4","0.2","Swiggy higher"
"Restaurant_2308","Jaipur","Cloud Kitchen","3.7","3.9","0.2","Zomato higher"
"Restaurant_2311","Jaipur","Food Truck","3.8","4.0","0.2","Zomato higher"
"Restaurant_2312","Jaipur","Cloud Kitchen","4.3","4.1","0.2","Swiggy higher"
"Restaurant_184","Mumbai","Fine Dine","4.1","3.9","0.2","Swiggy higher"
"Restaurant_181","Mumbai","Qsr (Quick Service)","4.1","4.3","0.2","Zomato higher"
"Restaurant_2326","Jaipur","Food Truck","4.0","4.2","0.2","Zomato higher"
"Restaurant_2330","Jaipur","Qsr (Quick Service)","3.9","4.1","0.2","Zomato higher"
"Restaurant_26","Mumbai","Fine Dine","3.5","3.7","0.2","Zomato higher"
"Restaurant_161","Mumbai","Cloud Kitchen","4.5","4.3","0.2","Swiggy higher"
"Restaurant_2344","Jaipur","Cafe","4.0","3.8","0.2","Swiggy higher"
"Restaurant_146","Mumbai","Fine Dine","3.7","3.9","0.2","Zomato higher"
"Restaurant_2348","Jaipur","Cloud Kitchen","3.7","3.9","0.2","Zomato higher"
"Restaurant_2349","Jaipur","Cloud Kitchen","4.2","4.0","0.2","Swiggy higher"
"Restaurant_143","Mumbai","Cafe","4.0","3.8","0.2","Swiggy higher"
"Restaurant_2354","Jaipur","Casual Dining","4.3","4.1","0.2","Swiggy higher"
"Restaurant_2355","Jaipur","Cafe","4.2","4.0","0.2","Swiggy higher"
"Restaurant_2359","Jaipur","Qsr (Quick Service)","4.0","4.2","0.2","Zomato higher"
"Restaurant_20","Mumbai","Cafe","4.4","4.2","0.2","Swiggy higher"
"Restaurant_2364","Jaipur","Fine Dine","3.6","3.4","0.2","Swiggy higher"
"Restaurant_2365","Jaipur","Cafe","3.6","3.8","0.2","Zomato higher"
"Restaurant_128","Mumbai","Casual Dining","3.6","3.8","0.2","Zomato higher"
"Restaurant_126","Mumbai","Fine Dine","3.8","3.6","0.2","Swiggy higher"
"Restaurant_1218","Delhi","Cloud Kitchen","3.6","3.8","0.2","Zomato higher"
"Restaurant_1219","Delhi","Cloud Kitchen","4.0","3.8","0.2","Swiggy higher"
"Restaurant_1227","Delhi","Casual Dining","3.9","4.1","0.2","Zomato higher"
"Restaurant_1230","Delhi","Cloud Kitchen","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1210","Delhi","Fine Dine","4.0","4.2","0.2","Zomato higher"
"Restaurant_1204","Delhi","Cafe","4.1","3.9","0.2","Swiggy higher"
"Restaurant_125","Mumbai","Cafe","3.8","4.0","0.2","Zomato higher"
"Restaurant_1241","Delhi","Fine Dine","4.5","4.3","0.2","Swiggy higher"
"Restaurant_1245","Delhi","Qsr (Quick Service)","4.3","4.1","0.2","Swiggy higher"
"Restaurant_1247","Delhi","Cloud Kitchen","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1249","Delhi","Qsr (Quick Service)","4.5","4.3","0.2","Swiggy higher"
"Restaurant_1185","Delhi","Cloud Kitchen","4.4","4.2","0.2","Swiggy higher"
"Restaurant_1180","Delhi","Food Truck","4.1","4.3","0.2","Zomato higher"
"Restaurant_1165","Delhi","Food Truck","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1148","Delhi","Fine Dine","4.2","4.4","0.2","Zomato higher"
"Restaurant_1268","Pune","Food Truck","3.7","3.9","0.2","Zomato higher"
"Restaurant_1143","Delhi","Food Truck","3.8","3.6","0.2","Swiggy higher"
"Restaurant_1141","Delhi","Fine Dine","4.0","3.8","0.2","Swiggy higher"
"Restaurant_1138","Delhi","Cafe","4.2","4.0","0.2","Swiggy higher"
"Restaurant_1126","Delhi","Food Truck","4.8","4.6","0.2","Swiggy higher"
"Restaurant_1288","Pune","Food Truck","4.2","4.4","0.2","Zomato higher"
"Restaurant_1123","Delhi","Food Truck","4.6","4.4","0.2","Swiggy higher"
"Restaurant_1293","Pune","Food Truck","3.8","3.6","0.2","Swiggy higher"
"Restaurant_1298","Pune","Cloud Kitchen","4.4","4.2","0.2","Swiggy higher"
"Restaurant_1301","Pune","Casual Dining","3.6","3.8","0.2","Zomato higher"
"Restaurant_1105","Delhi","Cafe","4.1","4.3","0.2","Zomato higher"
"Restaurant_1100","Delhi","Fine Dine","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1097","Delhi","Cafe","4.2","4.4","0.2","Zomato higher"
"Restaurant_1094","Delhi","Cloud Kitchen","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1319","Pune","Cloud Kitchen","4.5","4.3","0.2","Swiggy higher"
"Restaurant_1092","Delhi","Food Truck","3.7","3.9","0.2","Zomato higher"
"Restaurant_1090","Delhi","Casual Dining","3.8","4.0","0.2","Zomato higher"
"Restaurant_1328","Pune","Casual Dining","4.3","4.1","0.2","Swiggy higher"
"Restaurant_1339","Pune","Fine Dine","3.5","3.7","0.2","Zomato higher"
"Restaurant_101","Mumbai","Cloud Kitchen","4.1","3.9","0.2","Swiggy higher"
"Restaurant_2384","Jaipur","Fine Dine","4.1","3.9","0.2","Swiggy higher"
"Restaurant_1018","Delhi","Casual Dining","3.9","3.8","0.1","Swiggy higher"
"Restaurant_2305","Jaipur","Casual Dining","4.0","3.9","0.1","Swiggy higher"
"Restaurant_93","Mumbai","Casual Dining","3.6","3.7","0.1","Zomato higher"
"Restaurant_1826","Chennai","Cloud Kitchen","3.9","4.0","0.1","Zomato higher"
"Restaurant_1087","Delhi","Cafe","4.0","3.9","0.1","Swiggy higher"
"Restaurant_1499","Pune","Food Truck","3.9","4.0","0.1","Zomato higher"
"Restaurant_1610","Hyderabad","Qsr (Quick Service)","3.9","3.8","0.1","Swiggy higher"
"Restaurant_378","Mumbai","Qsr (Quick Service)","3.9","3.8","0.1","Swiggy higher"
"Restaurant_118","Mumbai","Cafe","4.2","4.3","0.1","Zomato higher"
"Restaurant_594","Bangalore","Cafe","4.0","3.9","0.1","Swiggy higher"
"Restaurant_419","Mumbai","Food Truck","4.0","4.1","0.1","Zomato higher"
"Restaurant_1495","Pune","Fine Dine","4.4","4.3","0.1","Swiggy higher"
"Restaurant_2054","Kolkata","Casual Dining","4.1","4.0","0.1","Swiggy higher"
"Restaurant_1287","Pune","Cafe","3.8","3.9","0.1","Zomato higher"
"Restaurant_1837","Chennai","Fine Dine","3.5","3.4","0.1","Swiggy higher"
"Restaurant_586","Bangalore","Cloud Kitchen","3.7","3.8","0.1","Zomato higher"
"Restaurant_818","Bangalore","Cafe","4.0","4.1","0.1","Zomato higher"
"Restaurant_1790","Chennai","Food Truck","3.8","3.9","0.1","Zomato higher"
"Restaurant_1789","Chennai","Cafe","4.0","4.1","0.1","Zomato higher"
"Restaurant_1608","Hyderabad","Casual Dining","3.6","3.5","0.1","Swiggy higher"
"Restaurant_377","Mumbai","Food Truck","4.2","4.1","0.1","Swiggy higher"
"Restaurant_2437","Lucknow","Food Truck","4.0","3.9","0.1","Swiggy higher"
"Restaurant_1079","Delhi","Fine Dine","4.5","4.4","0.1","Swiggy higher"
"Restaurant_2027","Kolkata","Qsr (Quick Service)","4.4","4.5","0.1","Zomato higher"
"Restaurant_187","Mumbai","Casual Dining","4.1","4.2","0.1","Zomato higher"
"Restaurant_624","Bangalore","Fine Dine","3.7","3.8","0.1","Zomato higher"
"Restaurant_1494","Pune","Fine Dine","4.7","4.6","0.1","Swiggy higher"
"Restaurant_2430","Lucknow","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_2408","Lucknow","Fine Dine","3.9","4.0","0.1","Zomato higher"
"Restaurant_318","Mumbai","Food Truck","4.2","4.3","0.1","Zomato higher"
"Restaurant_1853","Chennai","Fine Dine","4.7","4.8","0.1","Zomato higher"
"Restaurant_1854","Chennai","Cafe","4.3","4.2","0.1","Swiggy higher"
"Restaurant_635","Bangalore","Qsr (Quick Service)","3.5","3.6","0.1","Zomato higher"
"Restaurant_563","Bangalore","Fine Dine","4.3","4.2","0.1","Swiggy higher"
"Restaurant_2141","Ahmedabad","Qsr (Quick Service)","4.6","4.5","0.1","Swiggy higher"
"Restaurant_561","Bangalore","Casual Dining","4.1","4.2","0.1","Zomato higher"
"Restaurant_2318","Jaipur","Fine Dine","3.6","3.7","0.1","Zomato higher"
"Restaurant_73","Mumbai","Cloud Kitchen","3.4","3.3","0.1","Swiggy higher"
"Restaurant_1861","Chennai","Cafe","4.0","4.1","0.1","Zomato higher"
"Restaurant_639","Bangalore","Qsr (Quick Service)","4.3","4.2","0.1","Swiggy higher"
"Restaurant_317","Mumbai","Cafe","4.3","4.2","0.1","Swiggy higher"
"Restaurant_1773","Chennai","Cafe","3.8","3.7","0.1","Swiggy higher"
"Restaurant_963","Delhi","Cafe","4.1","4.0","0.1","Swiggy higher"
"Restaurant_642","Bangalore","Cafe","4.7","4.6","0.1","Swiggy higher"
"Restaurant_2426","Lucknow","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_183","Mumbai","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_1598","Hyderabad","Qsr (Quick Service)","4.3","4.4","0.1","Zomato higher"
"Restaurant_1357","Pune","Qsr (Quick Service)","4.1","4.0","0.1","Swiggy higher"
"Restaurant_1871","Chennai","Casual Dining","4.4","4.5","0.1","Zomato higher"
"Restaurant_1872","Chennai","Cafe","3.5","3.6","0.1","Zomato higher"
"Restaurant_1597","Hyderabad","Cloud Kitchen","3.8","3.9","0.1","Zomato higher"
"Restaurant_1874","Chennai","Fine Dine","4.1","4.2","0.1","Zomato higher"
"Restaurant_1680","Hyderabad","Casual Dining","4.1","4.0","0.1","Swiggy higher"
"Restaurant_312","Mumbai","Food Truck","4.1","4.2","0.1","Zomato higher"
"Restaurant_87","Mumbai","Cafe","4.2","4.3","0.1","Zomato higher"
"Restaurant_1878","Chennai","Fine Dine","4.1","4.2","0.1","Zomato higher"
"Restaurant_1759","Chennai","Qsr (Quick Service)","4.3","4.2","0.1","Swiggy higher"
"Restaurant_1758","Chennai","Fine Dine","4.1","4.2","0.1","Zomato higher"
"Restaurant_932","Delhi","Cafe","4.1","4.2","0.1","Zomato higher"
"Restaurant_1121","Delhi","Qsr (Quick Service)","4.5","4.6","0.1","Zomato higher"
"Restaurant_2060","Kolkata","Cafe","3.6","3.7","0.1","Zomato higher"
"Restaurant_11","Mumbai","Fine Dine","3.1","3.2","0.1","Zomato higher"
"Restaurant_2150","Ahmedabad","Fine Dine","4.4","4.3","0.1","Swiggy higher"
"Restaurant_943","Delhi","Cloud Kitchen","4.0","4.1","0.1","Zomato higher"
"Restaurant_2328","Jaipur","Cafe","3.8","3.9","0.1","Zomato higher"
"Restaurant_2329","Jaipur","Fine Dine","3.9","3.8","0.1","Swiggy higher"
"Restaurant_2015","Kolkata","Qsr (Quick Service)","4.1","4.2","0.1","Zomato higher"
"Restaurant_117","Mumbai","Fine Dine","4.2","4.3","0.1","Zomato higher"
"Restaurant_1482","Pune","Cloud Kitchen","4.5","4.4","0.1","Swiggy higher"
"Restaurant_1892","Chennai","Cloud Kitchen","4.3","4.2","0.1","Swiggy higher"
"Restaurant_540","Bangalore","Qsr (Quick Service)","4.2","4.1","0.1","Swiggy higher"
"Restaurant_1894","Chennai","Qsr (Quick Service)","4.4","4.3","0.1","Swiggy higher"
"Restaurant_539","Bangalore","Casual Dining","3.2","3.3","0.1","Zomato higher"
"Restaurant_1095","Delhi","Food Truck","4.6","4.5","0.1","Swiggy higher"
"Restaurant_1897","Chennai","Cloud Kitchen","4.4","4.3","0.1","Swiggy higher"
"Restaurant_173","Mumbai","Cafe","4.0","3.9","0.1","Swiggy higher"
"Restaurant_1899","Chennai","Cafe","4.0","4.1","0.1","Zomato higher"
"Restaurant_653","Bangalore","Qsr (Quick Service)","3.9","3.8","0.1","Swiggy higher"
"Restaurant_1901","Chennai","Cloud Kitchen","4.2","4.3","0.1","Zomato higher"
"Restaurant_533","Bangalore","Food Truck","4.0","4.1","0.1","Zomato higher"
"Restaurant_661","Bangalore","Cloud Kitchen","4.1","4.2","0.1","Zomato higher"
"Restaurant_1750","Chennai","Qsr (Quick Service)","4.0","3.9","0.1","Swiggy higher"
"Restaurant_1905","Chennai","Casual Dining","4.1","4.0","0.1","Swiggy higher"
"Restaurant_2401","Lucknow","Casual Dining","3.8","3.9","0.1","Zomato higher"
"Restaurant_1907","Chennai","Cloud Kitchen","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1103","Delhi","Cloud Kitchen","4.3","4.2","0.1","Swiggy higher"
"Restaurant_745","Bangalore","Food Truck","4.1","4.2","0.1","Zomato higher"
"Restaurant_1187","Delhi","Casual Dining","4.6","4.5","0.1","Swiggy higher"
"Restaurant_2335","Jaipur","Food Truck","4.2","4.1","0.1","Swiggy higher"
"Restaurant_166","Mumbai","Cafe","3.4","3.3","0.1","Swiggy higher"
"Restaurant_1913","Chennai","Food Truck","4.4","4.3","0.1","Swiggy higher"
"Restaurant_1348","Pune","Food Truck","3.9","4.0","0.1","Zomato higher"
"Restaurant_2368","Jaipur","Qsr (Quick Service)","3.6","3.7","0.1","Zomato higher"
"Restaurant_307","Mumbai","Fine Dine","4.4","4.3","0.1","Swiggy higher"
"Restaurant_527","Bangalore","Cafe","4.8","4.7","0.1","Swiggy higher"
"Restaurant_666","Bangalore","Fine Dine","3.7","3.6","0.1","Swiggy higher"
"Restaurant_526","Bangalore","Qsr (Quick Service)","4.0","4.1","0.1","Zomato higher"
"Restaurant_306","Mumbai","Casual Dining","4.2","4.3","0.1","Zomato higher"
"Restaurant_1477","Pune","Cafe","4.0","4.1","0.1","Zomato higher"
"Restaurant_303","Mumbai","Casual Dining","4.0","3.9","0.1","Swiggy higher"
"Restaurant_2161","Ahmedabad","Cafe","4.0","3.9","0.1","Swiggy higher"
"Restaurant_1739","Hyderabad","Qsr (Quick Service)","4.4","4.5","0.1","Zomato higher"
"Restaurant_1308","Pune","Casual Dining","3.9","3.8","0.1","Swiggy higher"
"Restaurant_1354","Pune","Casual Dining","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1294","Pune","Cafe","3.7","3.6","0.1","Swiggy higher"
"Restaurant_2067","Kolkata","Fine Dine","3.4","3.3","0.1","Swiggy higher"
"Restaurant_2164","Ahmedabad","Food Truck","3.9","4.0","0.1","Zomato higher"
"Restaurant_1734","Hyderabad","Fine Dine","3.9","4.0","0.1","Zomato higher"
"Restaurant_153","Mumbai","Food Truck","4.1","4.2","0.1","Zomato higher"
"Restaurant_2425","Lucknow","Food Truck","3.8","3.9","0.1","Zomato higher"
"Restaurant_2447","Lucknow","Food Truck","3.9","3.8","0.1","Swiggy higher"
"Restaurant_513","Bangalore","Cloud Kitchen","3.6","3.7","0.1","Zomato higher"
"Restaurant_1732","Hyderabad","Food Truck","3.8","3.9","0.1","Zomato higher"
"Restaurant_510","Bangalore","Cloud Kitchen","4.5","4.4","0.1","Swiggy higher"
"Restaurant_1673","Hyderabad","Qsr (Quick Service)","3.6","3.5","0.1","Swiggy higher"
"Restaurant_686","Bangalore","Food Truck","3.6","3.5","0.1","Swiggy higher"
"Restaurant_24","Mumbai","Cafe","3.9","4.0","0.1","Zomato higher"
"Restaurant_1248","Delhi","Casual Dining","3.6","3.7","0.1","Zomato higher"
"Restaurant_1475","Pune","Cafe","3.7","3.6","0.1","Swiggy higher"
"Restaurant_688","Bangalore","Qsr (Quick Service)","4.1","4.2","0.1","Zomato higher"
"Restaurant_1943","Kolkata","Cloud Kitchen","4.6","4.7","0.1","Zomato higher"
"Restaurant_1295","Pune","Fine Dine","3.5","3.6","0.1","Zomato higher"
"Restaurant_2007","Kolkata","Qsr (Quick Service)","3.6","3.7","0.1","Zomato higher"
"Restaurant_89","Mumbai","Cafe","4.2","4.3","0.1","Zomato higher"
"Restaurant_499","Bangalore","Cloud Kitchen","3.8","3.9","0.1","Zomato higher"
"Restaurant_2168","Ahmedabad","Food Truck","3.8","3.9","0.1","Zomato higher"
"Restaurant_1949","Kolkata","Qsr (Quick Service)","4.0","4.1","0.1","Zomato higher"
"Restaurant_2448","Lucknow","Cloud Kitchen","4.1","4.0","0.1","Swiggy higher"
"Restaurant_302","Mumbai","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_494","Bangalore","Fine Dine","3.8","3.7","0.1","Swiggy higher"
"Restaurant_301","Mumbai","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_296","Mumbai","Qsr (Quick Service)","4.0","4.1","0.1","Zomato higher"
"Restaurant_1318","Pune","Fine Dine","4.2","4.3","0.1","Zomato higher"
"Restaurant_1082","Delhi","Qsr (Quick Service)","4.4","4.3","0.1","Swiggy higher"
"Restaurant_837","Bangalore","Food Truck","4.4","4.5","0.1","Zomato higher"
"Restaurant_483","Bangalore","Cloud Kitchen","4.0","3.9","0.1","Swiggy higher"
"Restaurant_479","Bangalore","Qsr (Quick Service)","3.6","3.5","0.1","Swiggy higher"
"Restaurant_2351","Jaipur","Fine Dine","4.0","4.1","0.1","Zomato higher"
"Restaurant_1961","Kolkata","Fine Dine","4.3","4.2","0.1","Swiggy higher"
"Restaurant_1724","Hyderabad","Food Truck","3.5","3.4","0.1","Swiggy higher"
"Restaurant_1586","Hyderabad","Cloud Kitchen","4.0","3.9","0.1","Swiggy higher"
"Restaurant_2352","Jaipur","Cloud Kitchen","4.1","4.0","0.1","Swiggy higher"
"Restaurant_2175","Ahmedabad","Casual Dining","3.9","4.0","0.1","Zomato higher"
"Restaurant_1031","Delhi","Fine Dine","4.0","3.9","0.1","Swiggy higher"
"Restaurant_981","Delhi","Qsr (Quick Service)","3.5","3.4","0.1","Swiggy higher"
"Restaurant_1117","Delhi","Cafe","3.7","3.8","0.1","Zomato higher"
"Restaurant_473","Bangalore","Cafe","3.8","3.7","0.1","Swiggy higher"
"Restaurant_63","Mumbai","Cafe","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1080","Delhi","Fine Dine","3.9","3.8","0.1","Swiggy higher"
"Restaurant_290","Mumbai","Casual Dining","4.0","4.1","0.1","Zomato higher"
"Restaurant_1699","Hyderabad","Qsr (Quick Service)","3.9","4.0","0.1","Zomato higher"
"Restaurant_467","Bangalore","Cloud Kitchen","4.0","3.9","0.1","Swiggy higher"
"Restaurant_463","Bangalore","Qsr (Quick Service)","4.3","4.4","0.1","Zomato higher"
"Restaurant_462","Bangalore","Food Truck","3.5","3.4","0.1","Swiggy higher"
"Restaurant_752","Bangalore","Cafe","4.5","4.4","0.1","Swiggy higher"
"Restaurant_428","Mumbai","Casual Dining","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1979","Kolkata","Cloud Kitchen","4.7","4.8","0.1","Zomato higher"
"Restaurant_460","Bangalore","Casual Dining","3.8","3.9","0.1","Zomato higher"
"Restaurant_1114","Delhi","Cafe","4.1","4.2","0.1","Zomato higher"
"Restaurant_458","Bangalore","Casual Dining","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1720","Hyderabad","Fine Dine","3.7","3.8","0.1","Zomato higher"
"Restaurant_131","Mumbai","Fine Dine","4.5","4.4","0.1","Swiggy higher"
"Restaurant_983","Delhi","Cloud Kitchen","3.7","3.8","0.1","Zomato higher"
"Restaurant_1719","Hyderabad","Cloud Kitchen","3.6","3.7","0.1","Zomato higher"
"Restaurant_693","Bangalore","Cafe","3.8","3.7","0.1","Swiggy higher"
"Restaurant_1454","Pune","Casual Dining","3.8","3.9","0.1","Zomato higher"
"Restaurant_67","Mumbai","Qsr (Quick Service)","3.7","3.8","0.1","Zomato higher"
"Restaurant_66","Mumbai","Qsr (Quick Service)","3.9","4.0","0.1","Zomato higher"
"Restaurant_450","Mumbai","Food Truck","4.4","4.5","0.1","Zomato higher"
"Restaurant_283","Mumbai","Cafe","4.6","4.7","0.1","Zomato higher"
"Restaurant_1715","Hyderabad","Cloud Kitchen","3.7","3.8","0.1","Zomato higher"
"Restaurant_1303","Pune","Cloud Kitchen","3.7","3.8","0.1","Zomato higher"
"Restaurant_695","Bangalore","Food Truck","4.0","3.9","0.1","Swiggy higher"
"Restaurant_724","Bangalore","Cafe","3.5","3.6","0.1","Zomato higher"
"Restaurant_361","Mumbai","Cafe","3.8","3.7","0.1","Swiggy higher"
"Restaurant_272","Mumbai","Qsr (Quick Service)","4.4","4.3","0.1","Swiggy higher"
"Restaurant_1999","Kolkata","Cloud Kitchen","4.0","3.9","0.1","Swiggy higher"
"Restaurant_700","Bangalore","Qsr (Quick Service)","3.5","3.4","0.1","Swiggy higher"
"Restaurant_2463","Lucknow","Cloud Kitchen","4.3","4.4","0.1","Zomato higher"
"Restaurant_266","Mumbai","Cloud Kitchen","4.3","4.4","0.1","Zomato higher"
"Restaurant_1221","Delhi","Fine Dine","4.4","4.3","0.1","Swiggy higher"
"Restaurant_441","Mumbai","Food Truck","3.9","3.8","0.1","Swiggy higher"
"Restaurant_2005","Kolkata","Cafe","4.3","4.2","0.1","Swiggy higher"
"Restaurant_434","Mumbai","Qsr (Quick Service)","4.0","4.1","0.1","Zomato higher"
"Restaurant_2191","Ahmedabad","Qsr (Quick Service)","4.5","4.6","0.1","Zomato higher"
"Restaurant_1038","Delhi","Cafe","4.3","4.4","0.1","Zomato higher"
"Restaurant_1222","Delhi","Casual Dining","4.1","4.2","0.1","Zomato higher"
"Restaurant_1577","Hyderabad","Fine Dine","4.2","4.1","0.1","Swiggy higher"
"Restaurant_1418","Pune","Cloud Kitchen","3.7","3.6","0.1","Swiggy higher"
"Restaurant_2196","Ahmedabad","Food Truck","3.6","3.5","0.1","Swiggy higher"
"Restaurant_2197","Ahmedabad","Fine Dine","4.5","4.4","0.1","Swiggy higher"
"Restaurant_2371","Jaipur","Casual Dining","4.3","4.4","0.1","Zomato higher"
"Restaurant_2199","Ahmedabad","Cafe","4.2","4.3","0.1","Zomato higher"
"Restaurant_358","Mumbai","Fine Dine","3.7","3.6","0.1","Swiggy higher"
"Restaurant_1050","Delhi","Casual Dining","4.1","4.0","0.1","Swiggy higher"
"Restaurant_1416","Pune","Cloud Kitchen","3.7","3.6","0.1","Swiggy higher"
"Restaurant_394","Mumbai","Cloud Kitchen","4.0","4.1","0.1","Zomato higher"
"Restaurant_844","Bangalore","Fine Dine","3.7","3.8","0.1","Zomato higher"
"Restaurant_1223","Delhi","Fine Dine","3.9","4.0","0.1","Zomato higher"
"Restaurant_1692","Hyderabad","Cloud Kitchen","4.2","4.1","0.1","Swiggy higher"
"Restaurant_2207","Ahmedabad","Cafe","3.7","3.8","0.1","Zomato higher"
"Restaurant_259","Mumbai","Cafe","4.3","4.2","0.1","Swiggy higher"
"Restaurant_1213","Delhi","Cafe","4.1","4.2","0.1","Zomato higher"
"Restaurant_354","Mumbai","Fine Dine","4.0","4.1","0.1","Zomato higher"
"Restaurant_351","Mumbai","Casual Dining","4.1","4.0","0.1","Swiggy higher"
"Restaurant_1344","Pune","Qsr (Quick Service)","3.9","3.8","0.1","Swiggy higher"
"Restaurant_965","Delhi","Food Truck","3.9","4.0","0.1","Zomato higher"
"Restaurant_2214","Ahmedabad","Food Truck","4.2","4.1","0.1","Swiggy higher"
"Restaurant_1700","Hyderabad","Qsr (Quick Service)","3.5","3.6","0.1","Zomato higher"
"Restaurant_82","Mumbai","Fine Dine","4.0","3.9","0.1","Swiggy higher"
"Restaurant_2217","Ahmedabad","Food Truck","3.7","3.6","0.1","Swiggy higher"
"Restaurant_1157","Delhi","Food Truck","3.7","3.6","0.1","Swiggy higher"
"Restaurant_1568","Hyderabad","Cloud Kitchen","4.1","4.0","0.1","Swiggy higher"
