restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,swiggy_revenue_outlier_flag,zomato_revenue_outlier_flag,swiggy_orders_outlier_flag,zomato_orders_outlier_flag
REST001792,Restaurant_1792,Chennai,Chennai_Locality_20,Food Truck,Lebanese,2.5,09:00,23:00,3484,4,1367,4,3489,4,687,Mid-Range,32,32,25,34,17,21,11,19,141,141,80399,76524,78143,74268,57,43,Swiggy Better,AC; Smoking Area; Dine-in; Bar; Dessert Bar; Private Room; Live Music; Outdoor Seating,8,FALSE,TRUE,FALSE,05-04-2018,2962,Normal,Normal,Normal,Normal
REST001793,Restaurant_1793,Chennai,Chennai_Locality_15,Fine Dine,Mexican,5.3,12:00,22:00,3548,4.5,1488,4.1,2751,4.3,507,Mid-Range,46,46,42,41,15,13,29,18,200,182,86190,80278,81590,76092,52,48,Swiggy Better,Private Room; AC; Outdoor Seating; Family Friendly; Smoking Area; Live Music; Parking; Takeaway,8,FALSE,FALSE,FALSE,02-05-2023,1109,Normal,Normal,Normal,Normal
REST001794,Restaurant_1794,Chennai,Chennai_Locality_4,Cafe,Chinese,2.4,09:00,23:00,2476,3.5,4911,4.5,1979,4,1268,Luxury,31,31,25,39,18,20,15,29,168,216,174679,219110,172075,215762,65,35,Zomato Better,Vegan Options; Dessert Bar; Smoking Area; Private Room; Rooftop; Takeaway; AC,7,FALSE,TRUE,FALSE,20-05-2022,1456,Normal,Normal,Normal,Normal
REST001795,Restaurant_1795,Chennai,Chennai_Locality_16,Casual Dining,Continental,10,07:00,22:00,1347,4.5,371,4,548,4.25,1272,Luxury,70,70,51,48,20,22,13,12,239,213,243206,211330,234841,203875,51,49,Swiggy Better,Smoking Area; Vegan Options; AC; Live Music; Bar,5,FALSE,TRUE,TRUE,16-12-2019,2342,Normal,Normal,Normal,Normal
REST001796,Restaurant_1796,Chennai,Chennai_Locality_11,Fine Dine,Mughlai; Seafood,9.3,12:00,22:00,1625,3.7,2215,3.7,514,3.7,207,Budget,66,66,46,39,17,13,15,9,135,135,23194,24312,18739,19857,47,53,Zomato Better,Vegan Options; Bar; WiFi; Outdoor Seating; Takeaway,5,TRUE,FALSE,TRUE,17-06-2024,697,Normal,Normal,Normal,Normal
REST001797,Restaurant_1797,Chennai,Chennai_Locality_17,Cafe,Thai; Chinese,3.2,10:00,23:00,2598,4,3821,4.1,4492,4.05,1057,Premium,36,36,33,35,19,19,13,11,195,200,166953,171234,163443,167634,59,41,Zomato Better,Live Music; Family Friendly; Parking; Private Room; Bar; Dine-in; Dessert Bar,7,FALSE,TRUE,FALSE,02-09-2016,3542,Normal,Normal,Normal,Normal
REST001798,Restaurant_1798,Chennai,Chennai_Locality_9,Fine Dine,Biryani,2.1,09:00,22:00,3144,4.2,4569,4.4,1689,4.3,927,Premium,30,30,31,25,14,17,15,25,180,188,143499,144649,140799,141829,52,48,Zomato Better,Bar; Dine-in; Smoking Area; AC; Vegan Options; Dessert Bar,6,TRUE,TRUE,TRUE,16-08-2021,1733,Normal,Normal,Normal,Normal
REST001799,Restaurant_1799,Chennai,Chennai_Locality_9,Qsr (Quick Service),Mediterranean,9.2,07:00,22:00,1811,3.8,98,4,1400,3.9,611,Mid-Range,66,66,42,44,23,22,9,21,213,224,100210,106753,93181,99361,48,52,Zomato Better,Bar; Rooftop; AC; Vegan Options; Takeaway; Parking; Family Friendly,7,TRUE,FALSE,FALSE,20-07-2019,2491,Normal,Normal,Normal,Normal
REST001800,Restaurant_1800,Chennai,Chennai_Locality_14,Casual Dining,Japanese,3.4,09:00,23:00,1982,3.9,4438,3.9,3889,3.9,1232,Luxury,37,37,31,31,18,22,15,6,223,223,225283,214294,221158,210168,48,52,Swiggy Better,Bar; Live Music; Private Room,3,FALSE,FALSE,TRUE,13-06-2016,3623,Normal,Normal,Normal,Normal
REST001801,Restaurant_1801,Chennai,Chennai_Locality_8,Casual Dining,Bakery,2.9,12:00,23:00,363,4.4,815,4,1194,4.2,1152,Premium,34,34,22,30,18,20,11,12,207,188,195540,173260,192021,170064,46,54,Swiggy Better,Dessert Bar; Outdoor Seating; Private Room; Bar,4,TRUE,TRUE,TRUE,04-04-2024,771,Normal,Normal,Normal,Normal
REST001802,Restaurant_1802,Chennai,Chennai_Locality_8,Qsr (Quick Service),Seafood,13,11:00,23:00,489,3.2,4612,3.9,813,3.55,1000,Premium,85,85,55,46,22,17,9,7,153,187,119340,155210,112837,147262,55,45,Zomato Better,Private Room; Parking; Vegan Options; Rooftop; Dine-in; Dessert Bar; Outdoor Seating; WiFi,8,TRUE,TRUE,TRUE,16-03-2023,1156,Normal,Normal,Normal,Normal
REST001803,Restaurant_1803,Chennai,Chennai_Locality_8,Cloud Kitchen,South Indian; Japanese,12.9,07:00,22:00,3246,3.4,1727,4,2118,3.7,221,Budget,84,84,52,61,24,26,14,15,294,346,49380,56584,37032,42052,56,44,Zomato Better,Bar; Rooftop; Dessert Bar; Takeaway; Family Friendly,5,TRUE,TRUE,FALSE,13-07-2023,1037,Normal,Normal,Normal,Normal
REST001804,Restaurant_1804,Chennai,Chennai_Locality_17,Food Truck,Italian,2.9,07:00,22:00,694,3.7,1287,3.7,3995,3.7,1412,Luxury,34,34,26,33,18,18,12,5,97,97,112310,112310,110661,110661,51,49,Balanced,Dine-in; AC; Outdoor Seating; Smoking Area; Alcohol; Rooftop; Takeaway; Vegan Options,8,FALSE,TRUE,FALSE,28-02-2021,1902,Normal,Normal,Normal,Normal
REST001805,Restaurant_1805,Chennai,Chennai_Locality_11,Cloud Kitchen,Seafood; Lebanese,10.2,10:00,22:00,902,4.1,2018,3.8,2735,3.95,239,Budget,71,71,43,43,24,26,20,5,276,256,50132,45276,40334,36188,60,40,Swiggy Better,Outdoor Seating; Private Room; Vegan Options; Takeaway; Alcohol; WiFi; Dessert Bar,7,FALSE,FALSE,FALSE,30-03-2023,1142,Normal,Normal,Normal,Normal
REST001806,Restaurant_1806,Chennai,Chennai_Locality_12,Cafe,Vietnamese,4.8,08:00,22:00,3481,3.9,2521,4.3,1038,4.1,370,Mid-Range,44,44,30,36,19,17,9,22,207,228,62037,70018,57483,65002,50,50,Zomato Better,Takeaway; Private Room; WiFi; Rooftop; Bar,5,FALSE,FALSE,FALSE,05-07-2018,2871,Normal,Normal,Normal,Normal
REST001807,Restaurant_1807,Chennai,Chennai_Locality_10,Cloud Kitchen,Seafood,11.2,09:00,22:00,685,3.9,4194,3.5,4385,3.7,956,Premium,76,76,46,51,25,23,5,9,255,229,182835,168571,173145,159869,55,45,Swiggy Better,Takeaway; Family Friendly; Alcohol; WiFi,4,TRUE,TRUE,TRUE,16-08-2023,1003,Normal,Normal,Normal,Normal
REST001808,Restaurant_1808,Chennai,Chennai_Locality_16,Casual Dining,Mexican; Vietnamese,5.4,08:00,22:00,2188,3.5,1095,4,3625,3.75,399,Mid-Range,47,47,39,35,19,18,10,10,204,233,65930,76232,61136,70757,42,58,Zomato Better,Live Music; Private Room; Alcohol; Dessert Bar; Smoking Area; WiFi; Takeaway; Outdoor Seating,8,FALSE,FALSE,TRUE,30-09-2024,592,Normal,Normal,Normal,Normal
REST001809,Restaurant_1809,Chennai,Chennai_Locality_15,Casual Dining,Street Food; South Indian,4.8,11:00,23:00,311,3.6,413,4.6,435,4.1,1029,Premium,44,44,34,38,21,21,13,25,168,215,136568,174775,132872,170045,54,46,Zomato Better,Live Music; Smoking Area; Parking; Outdoor Seating; Takeaway; Dine-in,6,FALSE,TRUE,FALSE,09-02-2019,2652,Normal,Normal,Normal,Normal
REST001810,Restaurant_1810,Chennai,Chennai_Locality_6,Qsr (Quick Service),Pan-Asian; Japanese,14.6,08:00,22:00,957,3.7,3037,3.9,829,3.8,274,Budget,93,93,49,52,21,20,15,6,188,198,40694,43401,31952,34194,55,45,Zomato Better,Takeaway; Smoking Area; Rooftop; Vegan Options; Bar; WiFi; Outdoor Seating,7,TRUE,FALSE,TRUE,11-02-2017,3380,Normal,Normal,Normal,Normal
REST001811,Restaurant_1811,Chennai,Chennai_Locality_14,Qsr (Quick Service),Continental; North Indian,4.2,12:00,23:00,851,3.6,1611,4.6,1546,4.1,731,Premium,41,41,28,31,21,18,5,28,180,231,103948,138466,100258,133730,47,53,Zomato Better,Private Room; Smoking Area; Vegan Options,3,TRUE,TRUE,TRUE,09-01-2023,1222,Normal,Normal,Normal,Normal
REST001812,Restaurant_1812,Chennai,Chennai_Locality_1,Qsr (Quick Service),Bakery; South Indian,9.4,12:00,23:00,361,4.1,1824,4.4,1105,4.25,750,Premium,67,67,43,43,22,20,15,19,193,207,112905,124200,106439,117265,55,45,Zomato Better,Family Friendly; Alcohol; Live Music; Vegan Options; Dine-in,5,FALSE,TRUE,TRUE,08-10-2024,584,Normal,Normal,Normal,Normal
REST001813,Restaurant_1813,Chennai,Chennai_Locality_18,Casual Dining,Pan-Asian,14.2,11:00,22:00,1798,4.3,923,4.1,4670,4.2,1180,Premium,91,91,57,47,18,19,21,15,241,229,233191,218878,222226,208458,47,53,Swiggy Better,Family Friendly; AC; Vegan Options,3,TRUE,FALSE,TRUE,05-09-2024,617,Normal,Normal,Normal,Normal
REST001814,Restaurant_1814,Chennai,Chennai_Locality_15,Fine Dine,Chinese; Korean,7.6,09:00,22:00,2390,3.7,471,4.2,883,3.95,1245,Luxury,58,58,44,41,12,13,12,22,147,167,161053,180886,156790,176043,44,56,Zomato Better,Takeaway; Dessert Bar; Outdoor Seating,3,TRUE,TRUE,TRUE,04-12-2021,1623,Normal,Normal,Normal,Normal
REST001815,Restaurant_1815,Chennai,Chennai_Locality_1,Qsr (Quick Service),Multi-Cuisine,14.8,08:00,23:00,109,4.4,2867,3.5,3872,3.95,789,Premium,94,94,55,63,23,18,18,12,200,159,121506,102869,112106,95396,65,35,Swiggy Better,Private Room; Rooftop; Takeaway; Bar; Alcohol; WiFi; Parking; Smoking Area,8,FALSE,TRUE,TRUE,19-08-2016,3556,Normal,Normal,Normal,Normal
REST001816,Restaurant_1816,Chennai,Chennai_Locality_3,Casual Dining,Italian,8.3,10:00,22:00,816,4.5,1108,3.9,2715,4.2,381,Mid-Range,61,61,47,45,17,22,22,5,225,195,71151,57950,64289,52002,48,52,Swiggy Better,AC; Outdoor Seating; Live Music; Family Friendly,4,TRUE,FALSE,FALSE,15-11-2025,181,Normal,Normal,Normal,Normal
REST001817,Restaurant_1817,Chennai,Chennai_Locality_6,Cloud Kitchen,Biryani,10.3,08:00,22:00,685,3.6,3232,4.7,2767,4.15,720,Premium,71,71,42,45,26,24,10,39,236,308,125740,168537,117362,157603,57,43,Zomato Better,Live Music; AC; Parking,3,TRUE,FALSE,FALSE,25-11-2017,3093,Normal,Normal,Normal,Normal
REST001818,Restaurant_1818,Chennai,Chennai_Locality_9,Casual Dining,Bakery,6.8,10:00,22:00,1880,4.4,3957,4.8,3203,4.6,301,Mid-Range,54,54,31,38,19,19,20,25,248,271,60464,66072,53768,58755,49,51,Zomato Better,WiFi; Bar; Rooftop; Outdoor Seating,4,TRUE,FALSE,FALSE,04-08-2019,2476,Normal,Normal,Normal,Normal
REST001819,Restaurant_1819,Chennai,Chennai_Locality_20,Qsr (Quick Service),Continental,7,10:00,23:00,245,4,3271,4.2,337,4.1,1474,Luxury,55,55,42,48,21,22,17,12,186,195,216589,224195,211474,218832,61,39,Zomato Better,AC; Dine-in; Takeaway,3,FALSE,FALSE,FALSE,20-10-2016,3494,Normal,Normal,Normal,Normal
REST001820,Restaurant_1820,Chennai,Chennai_Locality_3,Casual Dining,Korean; Fast Food,1.9,12:00,23:00,3069,4,49,4.3,775,4.15,861,Premium,30,30,36,29,21,21,5,23,255,274,173448,186372,169623,182262,43,57,Zomato Better,Dine-in; Alcohol; Rooftop; Private Room; Live Music; Parking; Bar,7,FALSE,FALSE,TRUE,26-08-2020,2088,Normal,Normal,Normal,Normal
REST001821,Restaurant_1821,Chennai,Chennai_Locality_18,Cloud Kitchen,Desserts,7,11:00,23:00,3165,3.4,3967,3.7,2139,3.55,422,Mid-Range,55,55,36,42,25,28,9,8,292,318,92418,96621,84388,87876,58,42,Zomato Better,Alcohol; Outdoor Seating; Rooftop; Family Friendly; Parking; AC,6,FALSE,FALSE,FALSE,02-10-2018,2782,Normal,Normal,Normal,Normal
REST001822,Restaurant_1822,Chennai,Chennai_Locality_14,Fine Dine,Street Food,13.7,08:00,23:00,2001,4.1,886,4.7,2742,4.4,1235,Luxury,88,88,62,52,15,17,18,31,156,179,163761,183483,156897,175607,54,46,Zomato Better,Takeaway; Private Room; Vegan Options,3,TRUE,TRUE,FALSE,12-04-2017,3320,Normal,Normal,Normal,Normal
REST001823,Restaurant_1823,Chennai,Chennai_Locality_19,Cloud Kitchen,Multi-Cuisine,9.4,10:00,23:00,662,4.2,874,4.4,176,4.3,167,Budget,67,67,42,35,27,27,22,8,274,287,33403,34988,24224,25373,67,33,Zomato Better,Takeaway; Rooftop; Private Room; Alcohol; Family Friendly,5,FALSE,FALSE,FALSE,31-08-2025,257,Normal,Normal,Normal,Normal
REST001824,Restaurant_1824,Chennai,Chennai_Locality_8,Casual Dining,Fast Food,6,12:00,22:00,936,4.3,3347,4.1,2251,4.2,371,Mid-Range,50,50,32,33,22,21,12,11,218,208,63084,60962,57634,55762,51,49,Swiggy Better,AC; Family Friendly; Parking; Alcohol,4,TRUE,FALSE,TRUE,01-12-2019,2357,Normal,Normal,Normal,Normal
REST001825,Restaurant_1825,Chennai,Chennai_Locality_2,Casual Dining,Thai; Desserts,1.5,10:00,22:00,404,4.4,2045,3.3,3979,3.85,207,Budget,30,30,26,26,22,21,24,12,208,156,33583,25510,30463,23170,44,56,Swiggy Better,Live Music; Family Friendly; Smoking Area; Dessert Bar; Takeaway; AC; Outdoor Seating; Private Room,8,FALSE,TRUE,FALSE,15-10-2020,2038,Normal,Normal,Normal,Normal
REST001826,Restaurant_1826,Chennai,Chennai_Locality_1,Cloud Kitchen,South Indian,14.6,11:00,23:00,2640,3.9,4879,4,3794,3.95,262,Budget,93,93,57,55,26,27,11,12,318,326,61653,62350,46866,47191,62,38,Zomato Better,Dine-in; AC; Takeaway; Smoking Area; Alcohol; Parking; Live Music,7,FALSE,TRUE,FALSE,20-03-2026,56,Normal,Normal,Normal,Normal
REST001827,Restaurant_1827,Chennai,Chennai_Locality_5,Fine Dine,North Indian,11.4,12:00,22:00,572,4.2,1797,4.4,352,4.3,802,Premium,77,77,54,52,18,12,12,22,135,142,88781,100217,83583,94750,42,58,Zomato Better,Live Music; Rooftop; WiFi; Bar; Vegan Options; Takeaway; Dine-in,7,FALSE,FALSE,FALSE,24-05-2021,1817,Normal,Normal,Normal,Normal
REST001828,Restaurant_1828,Chennai,Chennai_Locality_10,Fine Dine,South Indian; Italian,9.4,07:00,23:00,355,4,1237,4.2,1253,4.1,893,Premium,67,67,47,46,17,18,20,22,125,132,92648,96658,88461,92236,52,48,Zomato Better,AC; Family Friendly; Outdoor Seating,3,TRUE,TRUE,FALSE,25-06-2016,3611,Normal,Normal,Normal,Normal
REST001829,Restaurant_1829,Chennai,Chennai_Locality_10,Fine Dine,Continental; Desserts,11.9,10:00,23:00,2467,3.5,2266,4.9,1293,4.2,321,Mid-Range,79,79,52,42,17,17,9,40,140,196,37300,52220,31770,44478,52,48,Zomato Better,Dine-in; Parking; Bar; Family Friendly; Private Room; Vegan Options; Dessert Bar,7,TRUE,TRUE,TRUE,27-12-2022,1235,Normal,Normal,Normal,Normal
REST001830,Restaurant_1830,Chennai,Chennai_Locality_7,Qsr (Quick Service),Lebanese; Mexican,4.1,08:00,22:00,1565,4.3,2634,4.3,2365,4.3,1180,Premium,40,40,22,37,23,18,14,10,234,234,212612,226418,207932,221738,62,38,Zomato Better,Takeaway; Bar; Live Music; Vegan Options; Dessert Bar; Outdoor Seating,6,TRUE,TRUE,FALSE,06-02-2025,463,Normal,Normal,Normal,Normal
REST001831,Restaurant_1831,Chennai,Chennai_Locality_9,Cloud Kitchen,Mexican; Street Food,5,08:00,23:00,714,3.6,1609,3.8,516,3.7,239,Budget,45,45,44,29,23,26,11,11,237,250,43615,44215,38282,38590,67,33,Zomato Better,Private Room; Family Friendly; Rooftop; AC; Outdoor Seating; Vegan Options,6,FALSE,TRUE,TRUE,12-03-2019,2621,Normal,Normal,Normal,Normal
REST001832,Restaurant_1832,Chennai,Chennai_Locality_10,Cafe,Vietnamese; Lebanese,12.7,07:00,22:00,2480,4,1017,4.6,3409,4.3,759,Premium,83,83,53,44,23,23,18,29,192,221,112210,129159,104242,119987,62,38,Zomato Better,Parking; Family Friendly; Private Room; Bar; Takeaway; Live Music,6,FALSE,TRUE,TRUE,04-06-2022,1441,Normal,Normal,Normal,Normal
REST001833,Restaurant_1833,Chennai,Chennai_Locality_19,Qsr (Quick Service),Fast Food,3.6,08:00,23:00,3480,4,1431,3.8,3847,3.9,923,Premium,38,38,28,34,20,19,25,9,265,252,195676,188402,190641,183614,60,40,Swiggy Better,Rooftop; Smoking Area; WiFi; AC; Private Room; Parking; Dessert Bar,7,TRUE,TRUE,TRUE,08-02-2018,3018,Normal,Normal,Normal,Normal
REST001834,Restaurant_1834,Chennai,Chennai_Locality_4,Cafe,North Indian,12.8,10:00,23:00,987,3.6,4625,4.7,2417,4.15,885,Premium,84,84,53,48,18,23,7,27,147,192,106677,130838,100503,122774,65,35,Zomato Better,Rooftop; Parking; Bar; Live Music; Smoking Area,5,FALSE,FALSE,TRUE,11-08-2021,1738,Normal,Normal,Normal,Normal
REST001835,Restaurant_1835,Chennai,Chennai_Locality_14,Casual Dining,Thai,12.3,10:00,23:00,3185,3.7,1228,4.8,53,4.25,602,Mid-Range,81,81,53,43,18,22,12,15,239,310,117979,145563,108300,133008,40,60,Zomato Better,Takeaway; Rooftop; Vegan Options; Smoking Area; Parking; Family Friendly,6,FALSE,TRUE,FALSE,05-03-2025,436,Normal,Normal,Normal,Normal
REST001836,Restaurant_1836,Chennai,Chennai_Locality_17,Fine Dine,Italian; Pan-Asian,2.1,08:00,22:00,1588,4.3,2249,4.1,1324,4.2,1273,Luxury,30,30,33,31,16,14,11,12,157,149,167883,163122,165528,160887,47,53,Swiggy Better,Live Music; Vegan Options; Family Friendly; Dessert Bar; Parking; Dine-in,6,FALSE,FALSE,TRUE,02-02-2017,3389,Normal,Normal,Normal,Normal
REST001837,Restaurant_1837,Chennai,Chennai_Locality_20,Fine Dine,Pan-Asian,8.6,07:00,22:00,408,3.5,2425,3.4,1820,3.45,180,Budget,63,63,47,43,17,16,10,11,110,107,16434,16178,12969,12807,43,57,Swiggy Better,WiFi; Outdoor Seating; Family Friendly; Dessert Bar; AC; Live Music; Alcohol,7,TRUE,TRUE,TRUE,30-12-2021,1597,Normal,Normal,Normal,Normal
REST001838,Restaurant_1838,Chennai,Chennai_Locality_8,Casual Dining,Mediterranean; Mexican,10.6,07:00,23:00,441,4,3768,4.7,2792,4.35,618,Mid-Range,73,73,49,41,22,23,18,23,190,224,91587,106592,84652,98416,53,47,Zomato Better,Private Room; Outdoor Seating; AC; Bar; WiFi,5,TRUE,TRUE,FALSE,11-12-2025,155,Normal,Normal,Normal,Normal
REST001839,Restaurant_1839,Chennai,Chennai_Locality_10,Cafe,Desserts; Italian,14.1,12:00,22:00,2103,4.3,528,3.4,3393,3.85,1168,Premium,90,90,50,60,21,22,19,5,199,157,183621,143033,174666,135968,59,41,Swiggy Better,Alcohol; WiFi; Dessert Bar; Family Friendly; Private Room,5,TRUE,FALSE,FALSE,22-10-2020,2031,Normal,Normal,Normal,Normal
REST001840,Restaurant_1840,Chennai,Chennai_Locality_6,Casual Dining,Thai; Multi-Cuisine,9.9,11:00,23:00,1396,4.4,4840,3.7,4459,4.05,515,Mid-Range,69,69,48,53,21,17,18,7,235,198,95609,84635,87502,77804,45,55,Swiggy Better,Dine-in; Smoking Area; Takeaway,3,FALSE,FALSE,TRUE,16-12-2024,515,Normal,Normal,Normal,Normal
REST001841,Restaurant_1841,Chennai,Chennai_Locality_9,Cloud Kitchen,Street Food,5.9,12:00,22:00,2347,3.9,4486,3.6,3125,3.75,937,Premium,49,49,49,31,23,27,8,14,309,285,222940,194942,215369,187960,64,36,Swiggy Better,Rooftop; Live Music; Bar; Dine-in; Smoking Area,5,TRUE,FALSE,FALSE,04-01-2018,3053,Normal,Normal,Normal,Normal
REST001842,Restaurant_1842,Chennai,Chennai_Locality_6,Casual Dining,Vietnamese,13.1,10:00,22:00,1542,3.3,1797,4.2,874,3.75,509,Mid-Range,85,85,52,48,21,20,5,13,179,228,71977,92841,64370,83151,45,55,Zomato Better,Takeaway; Bar; Smoking Area; Rooftop,4,FALSE,FALSE,FALSE,02-12-2024,529,Normal,Normal,Normal,Normal
REST001843,Restaurant_1843,Chennai,Chennai_Locality_18,Casual Dining,Biryani,3.3,09:00,22:00,611,4.1,3522,4.1,4754,4.1,782,Premium,36,36,29,37,20,20,12,17,199,199,124494,124494,120912,120912,53,47,Balanced,Dessert Bar; Vegan Options; Live Music; Parking; Smoking Area,5,TRUE,TRUE,FALSE,14-05-2022,1462,Normal,Normal,Normal,Normal
REST001844,Restaurant_1844,Chennai,Chennai_Locality_6,Food Truck,Fast Food,11,08:00,23:00,2012,4.1,1665,3.7,1031,3.9,1031,Premium,75,75,49,48,21,23,23,15,125,113,101811,89707,97123,85469,58,42,Swiggy Better,Dessert Bar; Bar; Private Room; Family Friendly; Alcohol; WiFi; Outdoor Seating,7,FALSE,FALSE,TRUE,01-08-2022,1383,Normal,Normal,Normal,Normal
REST001845,Restaurant_1845,Chennai,Chennai_Locality_15,Qsr (Quick Service),Cafe,12,12:00,23:00,223,4.4,2907,3.5,305,3.95,936,Premium,80,80,44,53,21,23,20,11,204,162,150845,116756,142685,110276,59,41,Swiggy Better,Parking; Vegan Options; WiFi; Rooftop; Takeaway; AC; Bar,7,TRUE,TRUE,TRUE,05-03-2025,436,Normal,Normal,Normal,Normal
REST001846,Restaurant_1846,Chennai,Chennai_Locality_18,Fine Dine,Mughlai,5.1,08:00,23:00,146,4,4252,3.8,348,3.9,955,Premium,45,45,33,28,13,18,17,7,122,116,101363,90839,98618,88229,40,60,Swiggy Better,Dessert Bar; Parking; Bar; Takeaway,4,FALSE,TRUE,TRUE,31-08-2024,622,Normal,Normal,Normal,Normal
REST001847,Restaurant_1847,Chennai,Chennai_Locality_7,Cloud Kitchen,Pan-Asian,10.6,10:00,22:00,283,4.1,3596,3.5,653,3.8,1477,Luxury,73,73,43,40,28,24,16,5,255,218,271177,244709,261869,236752,69,31,Swiggy Better,Family Friendly; Dessert Bar; WiFi,3,FALSE,FALSE,FALSE,04-01-2018,3053,Normal,Normal,Normal,Normal
REST001848,Restaurant_1848,Chennai,Chennai_Locality_10,Cloud Kitchen,Seafood,13.5,12:00,23:00,3396,4.3,805,3.7,3298,4,650,Mid-Range,87,87,52,54,27,28,17,11,378,325,179361,152100,162918,137962,62,38,Swiggy Better,Dine-in; Parking; Family Friendly; Bar,4,FALSE,FALSE,FALSE,30-07-2018,2846,Normal,Normal,Normal,Normal
REST001849,Restaurant_1849,Chennai,Chennai_Locality_2,Cloud Kitchen,South Indian,3.2,09:00,22:00,3578,2.8,3513,4.3,3505,3.55,241,Budget,36,36,37,28,22,28,7,23,250,384,46995,66631,42495,59719,68,32,Zomato Better,Dine-in; AC; Alcohol,3,FALSE,FALSE,TRUE,29-05-2022,1447,Normal,Normal,Normal,Normal
REST001850,Restaurant_1850,Chennai,Chennai_Locality_16,Casual Dining,Mediterranean; Desserts,4.4,12:00,23:00,469,4.5,124,4.2,2139,4.35,550,Mid-Range,42,42,28,31,18,20,11,11,215,201,96965,88440,92450,84219,48,52,Swiggy Better,Dine-in; Takeaway; Alcohol,3,TRUE,TRUE,FALSE,12-07-2020,2133,Normal,Normal,Normal,Normal
REST001851,Restaurant_1851,Chennai,Chennai_Locality_18,Fine Dine,Mediterranean; Thai,2.3,12:00,22:00,912,3.5,4154,4.1,4863,3.8,1329,Luxury,31,31,31,23,18,15,14,14,118,138,128594,155891,126765,153752,53,47,Zomato Better,AC; Parking; Dine-in,3,TRUE,TRUE,FALSE,25-01-2021,1936,Normal,Normal,Normal,Normal
REST001852,Restaurant_1852,Chennai,Chennai_Locality_17,Cloud Kitchen,Mexican; Italian,1,10:00,23:00,2159,3.9,1035,3.7,1043,3.8,992,Premium,30,30,31,31,23,25,8,7,303,287,231443,213528,226898,209223,57,43,Swiggy Better,Takeaway; Rooftop; AC; Private Room; Parking; Smoking Area; Family Friendly,7,FALSE,TRUE,TRUE,01-06-2025,348,Normal,Normal,Normal,Normal
REST001853,Restaurant_1853,Chennai,Chennai_Locality_10,Fine Dine,Vietnamese; Street Food,8.8,08:00,23:00,503,4.7,4015,4.8,3505,4.75,523,Mid-Range,64,64,43,38,18,15,31,22,150,153,64329,68016,59529,63120,49,51,Zomato Better,Private Room; Alcohol; Outdoor Seating,3,FALSE,FALSE,FALSE,02-11-2017,3116,Normal,Normal,Normal,Normal
REST001854,Restaurant_1854,Chennai,Chennai_Locality_7,Cafe,Mughlai,9.1,08:00,23:00,1896,4.3,4391,4.2,1601,4.25,996,Premium,65,65,44,45,23,19,17,20,195,190,149549,153284,143211,147109,60,40,Zomato Better,Live Music; Smoking Area; WiFi,3,FALSE,TRUE,FALSE,15-04-2018,2952,Normal,Normal,Normal,Normal
REST001855,Restaurant_1855,Chennai,Chennai_Locality_17,Qsr (Quick Service),Korean,6.9,09:00,23:00,1856,3.7,2082,4.2,4424,3.95,441,Mid-Range,54,54,46,45,20,21,13,15,208,237,73382,82568,67766,76169,62,38,Zomato Better,Rooftop; Outdoor Seating; Parking,3,FALSE,FALSE,FALSE,02-01-2021,1959,Normal,Normal,Normal,Normal
REST001856,Restaurant_1856,Chennai,Chennai_Locality_3,Fine Dine,Pan-Asian,5.4,09:00,23:00,881,3.6,3416,4.4,2657,4,1006,Premium,47,47,27,28,13,15,9,19,121,147,105901,125699,103058,122245,50,50,Zomato Better,Smoking Area; Family Friendly; Takeaway; Live Music; WiFi; Rooftop,6,TRUE,FALSE,TRUE,10-12-2017,3078,Normal,Normal,Normal,Normal
REST001857,Restaurant_1857,Chennai,Chennai_Locality_8,Cafe,Thai; Lebanese,4.3,07:00,22:00,3434,3.4,1118,4.3,3659,3.85,1013,Premium,41,41,36,29,23,22,11,25,179,227,139621,179361,135952,174708,60,40,Zomato Better,Dine-in; Private Room; Live Music; Vegan Options; Rooftop; Dessert Bar; AC; Family Friendly,8,FALSE,FALSE,FALSE,02-06-2023,1078,Normal,Normal,Normal,Normal
REST001858,Restaurant_1858,Chennai,Chennai_Locality_18,Fine Dine,South Indian; Biryani,4.2,10:00,22:00,2427,4,4267,3.3,1533,3.65,262,Budget,41,41,36,31,14,16,17,10,159,131,35825,28830,32566,26144,54,46,Swiggy Better,Rooftop; Alcohol; Outdoor Seating; Family Friendly; Dessert Bar; Takeaway; Bar; Live Music,8,TRUE,TRUE,TRUE,03-12-2023,894,Normal,Normal,Normal,Normal
